PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
-9.74788652571276,2.5108881429802,-1.9583988867214,-3.95204658339965,3.08837276066264,1.73944783766538,0.445114866145756,-2.58806895379475,2.29501730182834,-1.19257183938864,-2.17644762087226,1.40267546417936,0.259759619456053,4.72182764396517,-0.624506676269951
3.03679198195273,-6.44792694898546,-1.10886139177756,-2.65103359479493,-3.67697781370333,-2.82541333724308,-5.69924853313359,0.551167239184955,5.19897469550396,-0.881695148435948,1.23876609815099,-3.01004720941498,-0.645740592099282,-2.3018099478857,1.33623624341278
0.798623072232879,2.69850629688974,-2.88127127379335,-2.197209515568,4.84945987011453,1.99045095209329,1.09625530831504,0.024062756423448,1.93678915292328,0.603045102314151,-0.332924984287677,-2.82886664200149,-0.784488188276638,-1.19321750571219,1.53369565696179
7.64041192737107,-1.99968755168253,10.6189216332379,2.08469455419156,1.51835311633912,2.9047830581917,3.11728164238793,-4.10958395533725,-0.453765776534819,2.694162688121,2.24725302178729,3.33997967615299,-1.25190981438787,-0.0590870316934794,1.87849541070813
6.03997901691772,0.187345302299923,0.0105339133720765,2.01900867013308,4.44558328998803,1.12039931684729,0.677121441204049,0.16982229686826,0.0607754139101579,1.89843148455167,-3.02540468992762,-1.7805217910463,0.0366127622545239,-0.707594645223957,-0.590036071530215
-8.2435037271006,-6.82589589126196,6.64201542987723,2.20546347995697,-2.59993324438897,4.41269358212493,0.547513683683022,0.755584927037034,-3.50809522180201,6.05078029687542,-0.91030612989365,-0.0670172549696335,0.837157796542359,-1.37445122437045,0.982442014418091
-7.45476504160925,-0.756196318576604,-4.41324199040757,-3.90252368232787,-3.5568431446777,-7.72969314449036,-3.54792258981955,0.298826853433137,-4.79515680086236,1.44223607843743,1.02170905164346,-0.585980377451234,0.183804062035518,-1.94508268978724,0.820416342433327
-11.1214895544682,3.90666313811425,0.701632506610262,-2.2395255855419,3.52823479177675,-3.60637047139759,-0.810547024527996,-0.0297023520846384,-1.53246013300022,4.08844678804205,-1.35016985349248,3.48234521885359,-1.33912969971067,3.26812670223405,-0.841663924995044
-0.907250784806093,-3.58512241796793,-9.98307288203727,-0.85239335692192,-0.804238775598678,5.87658928194981,-2.9200025220866,-5.17855652321922,-1.12186454454735,7.88087146959126,1.1563925774653,0.36758413794683,-3.86933946566567,-0.105219926154926,0.733442852286697
-9.25319720383655,2.42403429406555,-7.615349381371,-3.7637523305257,4.4963861407848,-1.97870382800145,1.17385279408561,1.29178915316453,-0.809578427110404,-4.62049819788916,0.0555346476643798,-3.05918035023043,1.13818367964272,0.96340468642468,1.14840505349405
